State,County,City,Title,Link,Price,Date Time,Location,Organiser,Website Link,Facebook Link,Twitter Link,Instagram Link
Texas,Travis,Austin,Fall Fitness Festival at Pease Park: Youth Fitness Events,https://www.eventbrite.com/e/fall-fitness-festival-at-pease-park-youth-fitness-events-tickets-691839459447?aff=ebdssbdestsearch,,"Sun, Oct 29 •  10:00 AM ","Pease Park - Kingsbury Commons Great Lawn 1100 Kingsbury Street Austin, TX 78703",Pease Park Conservancy,https://peasepark.org/,https://www.facebook.com/peasepark,https://www.twitter.com/peasepark,
Texas,Travis,Austin,"Austin Job Fair October 12, 2023 - Austin Career Fairs",https://www.eventbrite.com/e/austin-job-fair-october-12-2023-austin-career-fairs-tickets-492007255947?aff=ebdssbdestsearch,,Tomorrow • 11:00 AM,"Holiday Inn Austin-Town Lake Interstate 35 Austin, TX 78701",Best Hire Career Fairs,,https://www.facebook.com/besthirecareerfairs,https://www.twitter.com/BestHireCF,
Texas,Travis,Austin,TLC Oyster Festival 2023!,https://www.eventbrite.com/e/tlc-oyster-festival-2023-tickets-709098832697?aff=ebdssbdestsearch,,Saturday • 12:00 PM,"TLC Austin 1100 South Lamar Boulevard #Ste. #1150 Austin, TX 78704",,,,,
Texas,Travis,Austin,Austin Flea at Zilker Brewing,https://www.eventbrite.com/e/austin-flea-at-zilker-brewing-tickets-726241376507?aff=ebdssbdestsearch,,Saturday • 1:00 PM,"Zilker Brewing Company and Taproom 1701 East 6th Street Austin, TX 78702",The Austin Flea,,https://www.facebook.com/events/150273188980102,,
Texas,Travis,Austin,Fish Fest,https://www.eventbrite.com/e/fish-fest-tickets-732507739367?aff=ebdssbdestsearch,,"Fri, Nov 10 •  6:00 PM ","The Belmont, West 6th Street, Austin, TX, USA 305 West 6th Street Austin, TX 78701",Drew Fish Band,,,,
Texas,Travis,Austin,Austin Lindy Exchange 2024,https://www.eventbrite.com/e/austin-lindy-exchange-2024-tickets-693698279227?aff=ebdssbdestsearch,,"Thu, Nov 14 •  8:00 PM ","The Mansion (TFWC) 2312 San Gabriel Street Austin, TX 78705",Austin Swing Syndicate,,https://www.facebook.com/AustinSwingSyndicate,,
Texas,Travis,Austin,Celebrating Women Veterans: AVAFest at the Old Bakery & Emporium,https://www.eventbrite.com/e/celebrating-women-veterans-avafest-at-the-old-bakery-emporium-tickets-714006902867?aff=ebdssbdestsearch,,"Sat, Nov 4 •  1:00 PM ","Old Bakery and Emporium 1006 Congress Avenue Austin, TX 78701",Old Bakery & Emporium,https://www.austintexas.gov/OBE,https://www.facebook.com/100063562031725,,
Texas,Bastrop,Cedar Creek,MOAFEST '23,https://www.eventbrite.com/e/moafest-23-tickets-623382252097?aff=ebdssbdestsearch,,Friday • 6:00 PM,"McKinney Roughs Nature Park 1884 State Highway 71 #West Cedar Creek, TX 78612",Minority Outdoor Alliance,,,,
Texas,Travis,Austin,2023 K-Food Nation Austin: Make K-Food Yours!,https://www.eventbrite.com/e/2023-k-food-nation-austin-make-k-food-yours-tickets-728342039647?aff=ebdssbdestsearch,,Saturday • 3:00 PM,"SKYBOX on 6th 501 West 6th Street #4th Floor Austin, TX 78701",Claire Song,,,,
Texas,Travis,Austin,Holiday Mini Market,https://www.eventbrite.com/e/holiday-mini-market-tickets-703442404167?aff=ebdssbdestsearch,,"Sun, Dec 3 •  10:00 AM ","Distribution Hall 1500 East 4th Street Austin, TX 78702",Mini Market,,,,
Texas,Travis,Austin,Audrey's Fall Festive at Twelve Rivers Realty,https://www.eventbrite.com/e/audreys-fall-festive-at-twelve-rivers-realty-tickets-731601258057?aff=ebdssbdestsearch,,"Sat, Nov 4 •  4:00 PM ","Twelve Rivers Realty, Rio Grande Street, Austin, TX, USA 700 Rio Grande Street Austin, TX 78701",,,,,
Texas,Travis,Austin,GoldenGaia Vendor Market + Holistic Fair,https://www.eventbrite.com/e/goldengaia-vendor-market-holistic-fair-tickets-721772610307?aff=ebdssbdestsearch,,"Sun, Oct 22 •  8:00 AM  + 197 more","Casa de Luz Village 1701 Toomey Road Austin, TX 78704",GoldenGaia Market,http://www.goldengaiamarket.com,,,
Texas,Travis,Austin,ACL x Parachute Home:  Weekend 2,https://www.eventbrite.com/e/acl-x-parachute-home-weekend-2-tickets-729047991167?aff=ebdssbdestsearch,,Friday • 12:00 PM,"Parachute Home, South Congress Avenue, Austin, TX, USA 1011 South Congress Avenue #Building 2 Suite 145 Austin, TX 78704",,,,,
Texas,Travis,Austin,Austin Witchfest 2024,https://www.eventbrite.com/e/austin-witchfest-2024-tickets-729349643417?aff=ebdssbdestsearch,,"Sun, Apr 28 •  10:00 AM ","Palmer Events Center 900 Barton Springs Road Austin, TX 78704",Austin Witchfest,https://www.austinwitchfest.org,https://www.facebook.com/AustinWitchfest/,,
Texas,Travis,Austin,Unified Jam 2024,https://www.eventbrite.com/e/unified-jam-2024-tickets-704857235967?aff=ebdssbdestsearch,,"Fri, Mar 8 •  10:00 AM ","Austin Central Library, Austin Public Library 710 West Cesar Chavez Street Austin, TX 78701",Unified,,,,
